Handle,Title,Body (HTML),Vendor,Product Category,Tags,Status,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Price,Image Src,Image Alt Text,SEO Title,SEO Description
luna-luce-italia-ll-4583-2,Luna Luce Italia LL-4583-2 External Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4583-2 is a premium external light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4583-2</td></tr><tr><td>Category</td><td>External Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,External Light,"Luna Luce Italia, External Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4583-2,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4583-2.png,Luna Luce Italia LL-4583-2 External Light,Luna Luce Italia LL-4583-2 External Light,Shop the premium Luna Luce Italia LL-4583-2 External Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4583-2,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4583-2,1.png",,,
luna-luce-italia-ll-4583-2,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4583-2,2.jpg",,,
luna-luce-italia-ll-4584-1,Luna Luce Italia LL-4584-1 External Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4584-1 is a premium external light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4584-1</td></tr><tr><td>Category</td><td>External Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,External Light,"Luna Luce Italia, External Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4584-1,0,,"https://alshola-almodea.com/assets/Products%20Img/LL-4584-1,1.png",Luna Luce Italia LL-4584-1 External Light,Luna Luce Italia LL-4584-1 External Light,Shop the premium Luna Luce Italia LL-4584-1 External Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4584-1,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4584-1,2.png",,,
luna-luce-italia-ll-4584-1,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4584-1,4.jpg",,,
luna-luce-italia-ll-4584-2,Luna Luce Italia LL-4584-2 External Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4584-2 is a premium external light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4584-2</td></tr><tr><td>Category</td><td>External Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,External Light,"Luna Luce Italia, External Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4584-2,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4584-2.png,Luna Luce Italia LL-4584-2 External Light,Luna Luce Italia LL-4584-2 External Light,Shop the premium Luna Luce Italia LL-4584-2 External Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-555,Luna Luce Italia LL-555 External Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-555 is a premium external light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-555</td></tr><tr><td>Category</td><td>External Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,External Light,"Luna Luce Italia, External Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-555,0,,https://alshola-almodea.com/assets/Products%20Img/LL-555.png,Luna Luce Italia LL-555 External Light,Luna Luce Italia LL-555 External Light,Shop the premium Luna Luce Italia LL-555 External Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4507,Luna Luce Italia LL-4507 External Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4507 is a premium external light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4507</td></tr><tr><td>Category</td><td>External Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,External Light,"Luna Luce Italia, External Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4507,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4507.png,Luna Luce Italia LL-4507 External Light,Luna Luce Italia LL-4507 External Light,Shop the premium Luna Luce Italia LL-4507 External Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4507,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4507,1.png",,,
luna-luce-italia-ll-4585,Luna Luce Italia LL-4585 External Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4585 is a premium external light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4585</td></tr><tr><td>Category</td><td>External Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,External Light,"Luna Luce Italia, External Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4585,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4585.png,Luna Luce Italia LL-4585 External Light,Luna Luce Italia LL-4585 External Light,Shop the premium Luna Luce Italia LL-4585 External Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4585,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4585,1.png",,,
luna-luce-italia-ll-4585,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4585,2.png",,,
luna-luce-italia-ll-4585,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4585,3.png",,,
luna-luce-italia-ll-4585,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4585,4.png",,,
luna-luce-italia-ll-4489,Luna Luce Italia LL-4489 External Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4489 is a premium external light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4489</td></tr><tr><td>Category</td><td>External Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,External Light,"Luna Luce Italia, External Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4489,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4489.png,Luna Luce Italia LL-4489 External Light,Luna Luce Italia LL-4489 External Light,Shop the premium Luna Luce Italia LL-4489 External Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4489,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4489,1.jpg",,,
luna-luce-italia-ll-4489,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4489,2.jpg",,,
luna-luce-italia-ll-4489,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4489,3.jpg",,,
luna-luce-italia-ll-693,Luna Luce Italia LL-693 External Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-693 is a premium external light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-693</td></tr><tr><td>Category</td><td>External Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,External Light,"Luna Luce Italia, External Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-693,0,,https://alshola-almodea.com/assets/Products%20Img/LL-693.png,Luna Luce Italia LL-693 External Light,Luna Luce Italia LL-693 External Light,Shop the premium Luna Luce Italia LL-693 External Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-693,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-693,1.png",,,
luna-luce-italia-ll-693,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-693,2.png",,,
luna-luce-italia-ll-693,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-693,3.png",,,
luna-luce-italia-ll-693,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-693,5.jpg",,,
luna-luce-italia-ll-693,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-693,4.jpg",,,
luna-luce-italia-ll-4512,Luna Luce Italia LL-4512 External Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4512 is a premium external light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4512</td></tr><tr><td>Category</td><td>External Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,External Light,"Luna Luce Italia, External Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4512,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4512.png,Luna Luce Italia LL-4512 External Light,Luna Luce Italia LL-4512 External Light,Shop the premium Luna Luce Italia LL-4512 External Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4512,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4512,1.png",,,
luna-luce-italia-ll-4407,Luna Luce Italia LL-4407 Pole & Bollard Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4407 is a premium pole & bollard light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4407</td></tr><tr><td>Category</td><td>Pole & Bollard Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Pole & Bollard Light,"Luna Luce Italia, Pole & Bollard Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4407,0,,https://alshola-almodea.com/assets/Products%20Img/BL-LL-4407.png,Luna Luce Italia LL-4407 Pole & Bollard Light,Luna Luce Italia LL-4407 Pole & Bollard Light,Shop the premium Luna Luce Italia LL-4407 Pole & Bollard Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4407,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/BL-LL-4407,1.png",,,
luna-luce-italia-ll-4407,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4407,1.png",,,
luna-luce-italia-ll-4407,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/BL-LL-4407,2.png",,,
luna-luce-italia-ll-4407,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4407,2.png",,,
luna-luce-italia-bl-ll-4408,Luna Luce Italia BL-LL-4408 Pole & Bollard Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia BL-LL-4408 is a premium pole & bollard light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>BL-LL-4408</td></tr><tr><td>Category</td><td>Pole & Bollard Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Pole & Bollard Light,"Luna Luce Italia, Pole & Bollard Light, LED, Lighting, Premium",active,Title,Default Title,,,BL-LL-4408,0,,https://alshola-almodea.com/assets/Products%20Img/BL-LL-4408.png,Luna Luce Italia BL-LL-4408 Pole & Bollard Light,Luna Luce Italia BL-LL-4408 Pole & Bollard Light,Shop the premium Luna Luce Italia BL-LL-4408 Pole & Bollard Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4400,Luna Luce Italia LL-4400 Pole & Bollard Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4400 is a premium pole & bollard light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4400</td></tr><tr><td>Category</td><td>Pole & Bollard Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Pole & Bollard Light,"Luna Luce Italia, Pole & Bollard Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4400,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4400.png,Luna Luce Italia LL-4400 Pole & Bollard Light,Luna Luce Italia LL-4400 Pole & Bollard Light,Shop the premium Luna Luce Italia LL-4400 Pole & Bollard Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4400,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4400,1.png",,,
luna-luce-italia-ll-4403,Luna Luce Italia LL-4403 Pole & Bollard Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4403 is a premium pole & bollard light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4403</td></tr><tr><td>Category</td><td>Pole & Bollard Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Pole & Bollard Light,"Luna Luce Italia, Pole & Bollard Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4403,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4403.png,Luna Luce Italia LL-4403 Pole & Bollard Light,Luna Luce Italia LL-4403 Pole & Bollard Light,Shop the premium Luna Luce Italia LL-4403 Pole & Bollard Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4403,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4403,1.png",,,
luna-luce-italia-ll-4403,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4403,2.png",,,
luna-luce-italia-ll-4403,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4403,3.png",,,
luna-luce-italia-ll-4403,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4403,4.png",,,
luna-luce-italia-ll-4404,Luna Luce Italia LL-4404 Pole & Bollard Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4404 is a premium pole & bollard light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4404</td></tr><tr><td>Category</td><td>Pole & Bollard Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Pole & Bollard Light,"Luna Luce Italia, Pole & Bollard Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4404,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4404.png,Luna Luce Italia LL-4404 Pole & Bollard Light,Luna Luce Italia LL-4404 Pole & Bollard Light,Shop the premium Luna Luce Italia LL-4404 Pole & Bollard Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4404,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4404,1.png",,,
luna-luce-italia-ll-4404,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4404,2.png",,,
luna-luce-italia-ll-4404,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4404,3.png",,,
luna-luce-italia-ll-4405,Luna Luce Italia LL-4405 Pole & Bollard Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4405 is a premium pole & bollard light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4405</td></tr><tr><td>Category</td><td>Pole & Bollard Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Pole & Bollard Light,"Luna Luce Italia, Pole & Bollard Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4405,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4405.png,Luna Luce Italia LL-4405 Pole & Bollard Light,Luna Luce Italia LL-4405 Pole & Bollard Light,Shop the premium Luna Luce Italia LL-4405 Pole & Bollard Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4405,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4405,1.png",,,
luna-luce-italia-ll-4405,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4405,3.jpg",,,
luna-luce-italia-ll-4406,Luna Luce Italia LL-4406 Pole & Bollard Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4406 is a premium pole & bollard light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4406</td></tr><tr><td>Category</td><td>Pole & Bollard Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Pole & Bollard Light,"Luna Luce Italia, Pole & Bollard Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4406,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4406.png,Luna Luce Italia LL-4406 Pole & Bollard Light,Luna Luce Italia LL-4406 Pole & Bollard Light,Shop the premium Luna Luce Italia LL-4406 Pole & Bollard Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4405-2,Luna Luce Italia LL-4405-2 Pole & Bollard Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4405-2 is a premium pole & bollard light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4405-2</td></tr><tr><td>Category</td><td>Pole & Bollard Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Pole & Bollard Light,"Luna Luce Italia, Pole & Bollard Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4405-2,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4405-2.png,Luna Luce Italia LL-4405-2 Pole & Bollard Light,Luna Luce Italia LL-4405-2 Pole & Bollard Light,Shop the premium Luna Luce Italia LL-4405-2 Pole & Bollard Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4405-2,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4405-2,1.png",,,
luna-luce-italia-ll-4405-2,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4405-2,2.png",,,
luna-luce-italia-ll-4412,Luna Luce Italia LL-4412 Pole & Bollard Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-4412 is a premium pole & bollard light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-4412</td></tr><tr><td>Category</td><td>Pole & Bollard Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Pole & Bollard Light,"Luna Luce Italia, Pole & Bollard Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-4412,0,,https://alshola-almodea.com/assets/Products%20Img/LL-4412.png,Luna Luce Italia LL-4412 Pole & Bollard Light,Luna Luce Italia LL-4412 Pole & Bollard Light,Shop the premium Luna Luce Italia LL-4412 Pole & Bollard Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-4412,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4412,1.png",,,
luna-luce-italia-ll-4412,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-4412,2.png",,,
luna-luce-italia-ll-0720,Luna Luce Italia LL-0720 Up Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-0720 is a premium up light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-0720</td></tr><tr><td>Category</td><td>Up Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Up Light,"Luna Luce Italia, Up Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-0720,0,,https://alshola-almodea.com/assets/Products%20Img/LL-0720.png,Luna Luce Italia LL-0720 Up Light,Luna Luce Italia LL-0720 Up Light,Shop the premium Luna Luce Italia LL-0720 Up Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-0720,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-0720,1.png",,,
luna-luce-italia-ll-0720,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-0720,2.png",,,
luna-luce-italia-ll-0720,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-0720,3.webp",,,
luna-luce-italia-ll-0722,Luna Luce Italia LL-0722 Up Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-0722 is a premium up light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-0722</td></tr><tr><td>Category</td><td>Up Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Up Light,"Luna Luce Italia, Up Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-0722,0,,https://alshola-almodea.com/assets/Products%20Img/LL-0722.png,Luna Luce Italia LL-0722 Up Light,Luna Luce Italia LL-0722 Up Light,Shop the premium Luna Luce Italia LL-0722 Up Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-0722,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-0722,1.png",,,
luna-luce-italia-ll-0722,,,,,,,,,,,,,,"https://alshola-almodea.com/assets/Products%20Img/LL-0722,2.png",,,
luna-luce-italia-ll-0723,Luna Luce Italia LL-0723 Up Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-0723 is a premium up light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-0723</td></tr><tr><td>Category</td><td>Up Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Up Light,"Luna Luce Italia, Up Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-0723,0,,https://alshola-almodea.com/assets/Products%20Img/LL-0723.png,Luna Luce Italia LL-0723 Up Light,Luna Luce Italia LL-0723 Up Light,Shop the premium Luna Luce Italia LL-0723 Up Light. High-quality lighting solutions for modern spaces.
luna-luce-italia-ll-0724,Luna Luce Italia LL-0724 Up Light,"<h3>Why You'll Love It</h3><p>The Luna Luce Italia LL-0724 is a premium up light solution designed for modern architecture and design. Crafted with precision, it offers exceptional lighting quality and durability for various applications.</p><ul><li>High-quality LED technology</li><li>Modern and sleek design</li><li>Energy-efficient performance</li><li>Reliable Luna Luce Italia craftsmanship</li></ul><h3>Technical Specifications</h3><table><tr><td>Code</td><td>LL-0724</td></tr><tr><td>Category</td><td>Up Light</td></tr></table><p><b>Application Note:</b> Suitable for professional lighting installations in residential and commercial spaces.</p>",Luna Luce Italia,Up Light,"Luna Luce Italia, Up Light, LED, Lighting, Premium",active,Title,Default Title,,,LL-0724,0,,https://alshola-almodea.com/assets/Products%20Img/LL-0724.png,Luna Luce Italia LL-0724 Up Light,Luna Luce Italia LL-0724 Up Light,Shop the premium Luna Luce Italia LL-0724 Up Light. High-quality lighting solutions for modern spaces.
